,black,term_360,conforming,debt_to_income_ratio_missing,loan_amount_std,loan_to_value_ratio_std,no_intro_rate_period_std,intro_rate_period_std,property_value_std,income_std,debt_to_income_ratio_std,loan_amt:prprty_vl,high_priced
300,0.0,1.0,1.0,0.0,-0.954116985666002,-0.767987865851871,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.04169330373161,-0.425130778297711,0.17958715884345058,0.0
304,0.0,1.0,1.0,0.0,-0.470420868723961,-0.684485163951683,0.244394395255126,-0.215304222414135,-0.412593262889356,-0.032338331918215,0.031916149857036,0.16701912449726367,0.0
306,0.0,0.0,1.0,0.0,-0.338503745921586,-0.29102529336307104,0.244394395255126,-0.215304222414135,-0.38175848646041,-0.015707270916625,0.9460100061665292,0.2789276431961238,0.0
334,0.0,1.0,0.0,0.0,0.233137119555372,-0.232733472773,0.244394395255126,-0.215304222414135,0.019093607115892,-0.034070734105881004,0.488963078011783,0.9420294207231973,0.0
357,0.0,1.0,1.0,0.0,-0.514393242991419,0.444678504224183,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.040307381981477014,0.488963078011783,0.016284282540779408,0.0
396,0.0,1.0,1.0,0.0,-0.646310365793794,-0.035706243268410015,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.040307381981477014,-0.425130778297711,-0.0006721540283725107,0.0
402,0.0,1.0,1.0,0.0,-0.646310365793794,-0.44954681497505,0.244394395255126,-0.215304222414135,-0.5976019214630339,-0.026448164480152,-2.52754664780955,0.007932732304319928,0.0
455,0.0,1.0,1.0,0.0,-1.08603410846838,-0.296916289081408,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.045158108106940986,-0.150902621404863,0.43879226716689673,0.0
472,0.0,1.0,0.0,0.0,0.233137119555372,-0.4214409774715121,0.244394395255126,-0.215304222414135,0.049928383544839014,-0.02402280141742,0.3975536923808329,0.9440555006340255,0.0
502,0.0,1.0,1.0,0.0,-0.7342551143287099,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.03511017541848,0.031916149857036,0.04744611069949134,0.0
508,0.0,1.0,1.0,0.0,-0.954116985666002,0.303655038319764,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.043425705919275005,-1.15640586334531,0.21261746544341656,0.0
520,0.0,1.0,1.0,0.0,-0.7782274885961691,0.717583458651462,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.041346823294076,1.5858757055831798,0.09427623266525609,0.0
566,0.0,1.0,1.0,0.0,-0.8221998628636271,0.372784188272911,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.027487605792751,-1.15640586334531,0.11020255585692673,0.0
573,0.0,1.0,1.0,0.0,-0.7342551143287099,0.261580749931014,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.039960901543944,0.488963078011783,0.04157150894462045,0.0
593,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.441549474247786,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.041000342856543,-0.425130778297711,0.07704808429598256,0.0
595,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.767987865851871,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.039960901543944,-2.52754664780955,0.10335804166152193,0.0
602,0.0,1.0,1.0,0.0,-0.602337991526336,-0.089393557128126,-4.09174686250922,1.2727620521440202,-0.62843669789198,-0.037189058043679,-0.150902621404863,0.005093115248088694,0.0
606,0.0,1.0,1.0,0.0,-1.08603410846838,-0.296916289081408,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.04169330373161,-2.52754664780955,0.43879226716689673,0.0
629,1.0,1.0,1.0,0.0,0.321081868090289,-0.126634342380966,0.244394395255126,-0.215304222414135,0.080763159973785,-0.004966377353098,0.123325535487985,0.008709585692947944,0.0
643,0.0,1.0,1.0,0.0,-0.954116985666002,-0.319252415868828,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.034070734105881004,0.85460062053558,0.21137468267932177,0.0
658,0.0,1.0,1.0,0.0,-0.206586623119211,-1.51404571163769,0.244394395255126,-0.215304222414135,0.20410226568957,-0.034070734105881004,0.488963078011783,0.7503394306363367,0.0
660,1.0,1.0,1.0,0.0,-0.910144611398544,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.034417214543414,-0.150902621404863,0.7684170134648705,0.0
663,0.0,1.0,1.0,0.0,-1.08603410846838,0.490778676284541,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.043425705919275005,-0.425130778297711,0.43379900577592123,0.0
673,0.0,1.0,1.0,0.0,-0.8661722371310849,0.347757685884809,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.015707270916625,-2.52754664780955,0.14774920118429502,0.0
696,0.0,1.0,1.0,0.0,-0.6902827400612521,0.4154333587524791,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.034417214543414,-1.15640586334531,0.01815644796173766,1.0
702,0.0,1.0,1.0,0.0,-0.7782274885961691,-0.695359934431708,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.042732745044209,-0.425130778297711,0.0022534981918574284,0.0
725,0.0,1.0,1.0,0.0,-0.6902827400612521,-0.156963402946991,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.037535538481212015,-0.425130778297711,0.0013069591731136524,0.0
753,0.0,1.0,1.0,0.0,-0.910144611398544,-0.35881642123123497,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.044465147231875,-0.150902621404863,0.15010205235590954,0.0
761,0.0,1.0,1.0,0.0,-1.08603410846838,-1.12501406071193,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.046544029857073,-0.059493235773914,0.36458647311739495,0.0
794,0.0,1.0,1.0,0.0,-1.13000648273584,-2.12324591627596,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.039267940668878,-2.52754664780955,0.30423946919619765,0.0
801,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.27174606460235,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.044465147231875,0.5803724636427321,0.11938270404349556,0.0
808,0.0,0.0,1.0,0.0,-0.8221998628636271,0.218989646418384,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.038574979793811005,0.306144306749884,0.09427623266525609,0.0
834,0.0,1.0,1.0,0.0,-0.99808935993346,0.490778676284541,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.04065386241901,0.306144306749884,0.2789276431961238,1.0
848,0.0,1.0,1.0,0.0,-1.13000648273584,-1.84602314884394,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.047929951607206,-0.425130778297711,0.40705011178540457,0.0
858,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042039784169143,-1.15640586334531,0.1805127852456646,0.0
921,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.310211813264177,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.037189058043679,-1.15640586334531,0.1329291833130614,0.0
948,0.0,1.0,1.0,0.0,-0.5583656172588771,-0.213722073434838,0.244394395255126,-0.215304222414135,-0.5667671450340881,-0.039267940668878,0.123325535487985,0.04744611069949134,0.0
967,0.0,1.0,1.0,0.0,-0.99808935993346,0.490778676284541,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.043079225481742006,0.123325535487985,0.32644980956096115,0.0
980,0.0,1.0,1.0,0.0,-1.13000648273584,-1.84602314884394,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.043772186356808,-2.52754664780955,0.40705011178540457,0.0
985,0.0,1.0,1.0,0.0,-0.646310365793794,-0.684485163951683,0.244394395255126,-0.215304222414135,-0.5667671450340881,-0.038228499356278,0.214734921118934,0.0028582812524881413,0.0
1006,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.7211982178360179,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.04065386241901,-1.15640586334531,0.08792709294469352,0.0
1053,0.0,1.0,1.0,0.0,-0.8221998628636271,0.385754812284738,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.039614421106411,-0.150902621404863,0.09705311187189984,0.0
1063,1.0,1.0,1.0,0.0,-0.294531371654127,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.412593262889356,-0.029220007980417007,1.5858757055831798,0.12152165965405384,0.0
1069,0.0,1.0,1.0,0.0,-0.250558997386669,-0.467388389632721,-4.09174686250922,4.61085666804475,-0.258419380744624,-0.036842577606146,0.7631912349046309,0.4877759573600272,0.0
1082,1.0,1.0,1.0,0.0,-0.7342551143287099,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.039960901543944,1.5858757055831798,0.5293546363354413,1.0
1094,0.0,1.0,1.0,0.0,-0.514393242991419,0.490778676284541,-4.09174686250922,4.61085666804475,-0.62843669789198,-0.023329840542354003,0.306144306749884,0.006555865250824383,0.0
1099,0.0,1.0,1.0,0.0,-1.08603410846838,0.490778676284541,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.039267940668878,-2.52754664780955,0.40616515209280957,0.0
1101,0.0,1.0,1.0,0.0,-1.04206173420092,-0.286247041280419,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.045851068982007,1.03741939179748,0.31646328677901014,0.0
1119,0.0,1.0,1.0,0.0,-0.954116985666002,-1.4340334889235402,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.039960901543944,0.123325535487985,0.09372796356186999,0.0
1141,0.0,1.0,1.0,0.0,-1.08603410846838,0.129058693097786,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.042732745044209,-1.15640586334531,0.4107932841038822,0.0
1173,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.241404983274002,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.042732745044209,-1.15640586334531,0.10337895427805138,0.0
1178,0.0,1.0,1.0,0.0,-0.910144611398544,-0.392843591987393,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.037535538481212015,1.03741939179748,0.16701912449726367,0.0
1183,0.0,1.0,1.0,0.0,-0.910144611398544,-0.35881642123123497,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.04169330373161,0.5803724636427321,0.15010205235590954,0.0
1195,0.0,1.0,1.0,0.0,-0.954116985666002,0.303655038319764,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042386264606676,0.123325535487985,0.21261746544341656,0.0
1224,0.0,1.0,1.0,0.0,-0.8221998628636271,0.20086299795465,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.031991851480682,-1.15640586334531,0.10642624300299504,0.0
1324,0.0,1.0,1.0,0.0,-0.910144611398544,-1.2349077664938,0.244394395255126,-0.215304222414135,-0.720941027178819,0.03903663821361,-1.15640586334531,0.09609550345766987,0.0
1336,0.0,1.0,1.0,0.0,-0.8221998628636271,0.372784188272911,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.041000342856543,-0.059493235773914,0.11020255585692673,0.0
1342,0.0,1.0,1.0,0.0,-1.08603410846838,-0.296916289081408,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.046890510294607,-1.15640586334531,0.43879226716689673,0.0
1365,0.0,1.0,1.0,0.0,-0.382476120189044,0.490778676284541,0.244394395255126,-0.215304222414135,-0.5667671450340881,-0.040307381981477014,1.5858757055831798,0.09883924212885913,0.0
1389,0.0,1.0,1.0,0.0,-0.5583656172588771,-0.3756238548264,0.244394395255126,-0.215304222414135,-0.5667671450340881,-0.011549505666227,-1.15640586334531,0.044441805731044996,0.0
1399,0.0,1.0,1.0,0.0,-0.382476120189044,0.27600337833850497,0.244394395255126,-0.215304222414135,-0.5359323686051409,-0.031645371043149,0.5803724636427321,0.12242637343973917,1.0
1424,0.0,1.0,1.0,0.0,-0.646310365793794,-2.38861112894642,-4.09174686250922,2.27821223765629,0.20410226568957,-0.008431181728429,-0.059493235773914,0.02938944048748696,0.0
1452,0.0,1.0,1.0,0.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.040307381981477014,1.5858757055831798,0.37853129840969807,0.0
1461,0.0,1.0,1.0,0.0,-0.7782274885961691,-0.241404983274002,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.04065386241901,0.123325535487985,0.03384557827794139,0.0
1488,0.0,1.0,1.0,0.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.044811627669408,0.031916149857036,0.3564290643489009,0.0
1497,0.0,0.0,1.0,0.0,-0.382476120189044,-0.28059012085506896,0.244394395255126,-0.215304222414135,-0.443428039318302,-0.015707270916625,0.5803724636427321,0.19409248115806446,0.0
1509,0.0,1.0,1.0,0.0,-0.910144611398544,-0.23804721792962905,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.04411866679434099,0.5803724636427321,0.17626685603656314,0.0
1523,0.0,1.0,1.0,0.0,-1.08603410846838,0.162731518174314,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.037189058043679,1.5858757055831798,0.39351108258262407,1.0
1533,0.0,1.0,1.0,0.0,-0.99808935993346,0.24730825949003,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.043425705919275005,0.123325535487985,0.30423946919619765,0.0
1539,0.0,1.0,0.0,0.0,-0.074669500316836,-0.27174606460235,0.244394395255126,-0.215304222414135,-0.196749827886732,-0.019865036167022,-0.425130778297711,0.62445910235106,0.0
1540,0.0,1.0,1.0,0.0,-1.04206173420092,-0.918045575397662,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.038228499356278,0.031916149857036,0.2915411897550725,0.0
1550,0.0,1.0,1.0,0.0,-1.04206173420092,-1.68726448033086,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.045158108106940986,-0.425130778297711,0.19409248115806446,0.0
1563,0.0,1.0,1.0,0.0,-0.470420868723961,-0.263945439592065,0.244394395255126,-0.215304222414135,-0.474262815747249,-0.036496097168613,0.123325535487985,0.1396643650300567,0.0
1611,0.0,1.0,1.0,0.0,-0.338503745921586,-0.30449835769189,0.244394395255126,-0.215304222414135,-0.412593262889356,-0.030605929730549,-1.15640586334531,0.2439575878224692,0.0
1629,0.0,0.0,1.0,0.0,-0.7342551143287099,-1.1895346006682,0.244394395255126,-0.215304222414135,-0.505097592176195,-0.020211516604555,-0.150902621404863,-0.03820411063155514,0.0
1630,1.0,1.0,1.0,0.0,-0.382476120189044,-0.9776630978388272,0.244394395255126,-0.215304222414135,-0.3200889336025169,-0.031645371043149,0.488963078011783,0.12242637343973917,0.0
1631,0.0,1.0,1.0,0.0,-0.954116985666002,0.29370044072651097,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.044465147231875,0.9460100061665292,0.2351990068656682,0.0
1666,0.0,1.0,1.0,0.0,-0.7342551143287099,0.141260119955254,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.034070734105881004,0.123325535487985,0.02377294422461229,0.0
1671,0.0,1.0,1.0,0.0,-0.954116985666002,0.303655038319764,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042386264606676,-0.425130778297711,0.21261746544341656,1.0
1716,0.0,1.0,1.0,0.0,-1.08603410846838,0.162731518174314,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.04169330373161,-0.425130778297711,0.39351108258262407,0.0
1751,0.0,1.0,0.0,0.0,-0.250558997386669,-1.2349077664938,-4.09174686250922,1.2727620521440202,0.019093607115892,-0.021250957917155,-0.425130778297711,0.6434623115818083,0.0
1755,0.0,1.0,1.0,0.0,-1.04206173420092,-1.3139670705838602,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.044811627669408,-1.15640586334531,0.24223658011297858,0.0
1758,0.0,1.0,1.0,0.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.043079225481742006,-1.15640586334531,0.37853129840969807,0.0
1759,0.0,1.0,1.0,0.0,-0.646310365793794,-0.134705100794894,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.043079225481742006,1.03741939179748,0.00036042015436990756,0.0
1768,1.0,1.0,1.0,0.0,-0.8221998628636271,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.042386264606676,0.031916149857036,0.6434623115818083,0.0
1787,0.0,1.0,1.0,1.0,-0.910144611398544,-1.07869559385257,-4.09174686250922,3.16300840090708,-0.751775803607765,-0.042732745044209,-1.15640586334531,0.11040784282775745,0.0
1793,1.0,1.0,1.0,0.0,-0.382476120189044,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.474262815747249,-0.031645371043149,0.214734921118934,0.18139420171693924,0.0
1822,0.0,1.0,1.0,0.0,-0.8661722371310849,-0.433834966302341,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.027141125355218,-0.425130778297711,0.12182397507699046,0.0
1826,0.0,1.0,1.0,0.0,-1.04206173420092,-0.834013258052019,-4.09174686250922,3.16300840090708,-0.87511490932355,-0.046890510294607,0.3975536923808329,0.2521137704165205,0.0
1833,0.0,1.0,1.0,0.0,-0.7782274885961691,-1.71782684136277,0.244394395255126,-0.215304222414135,-0.443428039318302,-0.04411866679434099,1.03741939179748,-0.13671122763835644,0.0
1887,0.0,1.0,1.0,0.0,-1.08603410846838,0.490778676284541,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.04550458854447401,0.671781849273681,0.43379900577592123,0.0
1899,0.0,1.0,1.0,0.0,-1.04206173420092,-0.286247041280419,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.046544029857073,0.031916149857036,0.31646328677901014,0.0
1946,0.0,1.0,1.0,0.0,-0.910144611398544,-0.392843591987393,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.04065386241901,0.488963078011783,0.16701912449726367,0.0
1966,0.0,1.0,1.0,0.0,-0.5583656172588771,0.444678504224183,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.037882018918745,1.5858757055831798,-0.003021242112904375,1.0
1995,0.0,1.0,1.0,0.0,-0.030697126049378,-0.250554827687589,0.244394395255126,-0.215304222414135,-0.165915051457786,-0.011203025228693998,0.3975536923808329,0.6537363934115062,0.0
2008,0.0,1.0,1.0,0.0,-0.5583656172588771,-1.8836578967037705,0.244394395255126,-0.215304222414135,-0.073410722170947,-0.04065386241901,0.9460100061665292,0.17872665498870507,0.0
2025,0.0,1.0,1.0,0.0,-0.954116985666002,-1.62040524276423,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.035803136293546,-1.15640586334531,0.044441805731044996,0.0
2027,0.0,1.0,1.0,1.0,-1.04206173420092,0.490778676284541,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.045158108106940986,-1.15640586334531,0.3564290643489009,0.0
2043,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.5104888362712929,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.042386264606676,0.671781849273681,0.04886718768392678,0.0
2045,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.039960901543944,0.306144306749884,0.11938270404349556,0.0
2065,0.0,1.0,1.0,0.0,-1.04206173420092,-1.2121586861074098,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.045851068982007,0.3975536923808329,0.2521137704165205,0.0
2066,0.0,1.0,1.0,0.0,-0.8221998628636271,-1.1518711327626898,0.244394395255126,-0.215304222414135,-0.659271474320926,-0.037882018918745,1.03741939179748,0.0044907168853395565,0.0
2074,0.0,1.0,1.0,0.0,-0.7782274885961691,-0.241404983274002,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.029566488417950006,-1.15640586334531,0.03384557827794139,0.0
2079,0.0,1.0,1.0,0.0,-0.954116985666002,0.490778676284541,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.042386264606676,-0.425130778297711,0.2439575878224692,0.0
2086,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.4070863576391969,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.042386264606676,0.85460062053558,0.058258770626290673,0.0
2094,1.0,1.0,1.0,0.0,-0.99808935993346,-1.96378108014344,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.043425705919275005,-1.15640586334531,0.7503394306363367,0.0
2151,0.0,1.0,1.0,0.0,-1.13000648273584,0.490778676284541,0.244394395255126,-0.215304222414135,-0.998454015039336,-0.048276432044739005,0.306144306749884,0.4850026974820829,0.0
2163,0.0,1.0,1.0,0.0,-0.8661722371310849,0.490778676284541,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.038921460231345004,0.3975536923808329,0.16714083710935715,0.0
2179,0.0,1.0,1.0,0.0,-0.8221998628636271,0.218989646418384,0.244394395255126,-0.215304222414135,-0.782610580036712,-0.031991851480682,0.123325535487985,0.09427623266525609,0.0
2186,0.0,1.0,1.0,0.0,-1.13000648273584,0.490778676284541,0.244394395255126,-0.215304222414135,-0.998454015039336,-0.046544029857073,0.488963078011783,0.49765314766356883,0.0
2199,0.0,1.0,1.0,0.0,-0.646310365793794,0.29370044072651097,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.034763694980946995,-0.425130778297711,-0.0015326578831176135,0.0
2236,0.0,1.0,1.0,0.0,-1.13000648273584,-0.064893040514416,0.244394395255126,-0.215304222414135,-0.998454015039336,-0.04723699073214,0.9460100061665292,0.49134821787394656,1.0
2240,0.0,1.0,1.0,0.0,-1.08603410846838,-2.1863111057069,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.046890510294607,0.031916149857036,0.17626685603656314,0.0
2243,0.0,1.0,1.0,0.0,-1.13000648273584,-1.38862655253326,0.244394395255126,-0.215304222414135,-0.936784462181443,-0.045851068982007,-0.425130778297711,0.45575478387000923,0.0
2295,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.042386264606676,1.5858757055831798,0.11938270404349556,0.0
2299,0.0,1.0,1.0,0.0,-0.954116985666002,-0.103272768701731,0.244394395255126,-0.215304222414135,-0.844280132894604,-0.04169330373161,-0.425130778297711,0.1971274658567036,0.0
2308,0.0,1.0,1.0,0.0,-0.8221998628636271,0.490778676284541,0.244394395255126,-0.215304222414135,-0.813445356465658,-0.032338331918215,0.85460062053558,0.11938270404349556,0.0
2312,0.0,1.0,1.0,0.0,-0.99808935993346,0.24730825949003,0.244394395255126,-0.215304222414135,-0.905949685752497,-0.039267940668878,-0.425130778297711,0.30423946919619765,0.0
2336,0.0,1.0,1.0,0.0,-0.99808935993346,-0.232733472773,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.04411866679434099,-2.52754664780955,0.26709355458944717,0.0
2356,0.0,1.0,0.0,0.0,-0.030697126049378,0.189009391880613,0.244394395255126,-0.215304222414135,-0.289254157173571,-0.009817103478561,-0.150902621404863,0.5927576136791874,0.0
2395,0.0,1.0,1.0,0.0,-1.17397885700329,-1.59807588917743,0.244394395255126,-0.215304222414135,-0.96761923861039,-0.046890510294607,0.3975536923808329,0.5067140440433053,1.0
2407,0.0,1.0,1.0,0.0,-0.6902827400612521,0.4154333587524791,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.040307381981477014,-0.150902621404863,0.01815644796173766,0.0
2472,0.0,1.0,1.0,0.0,-0.954116985666002,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.043772186356808,0.7631912349046309,0.2238356931376006,0.0
2475,0.0,1.0,1.0,0.0,-0.8221998628636271,-0.767987865851871,0.244394395255126,-0.215304222414135,-0.720941027178819,-0.045158108106940986,0.488963078011783,0.06354458032653801,0.0
2492,0.0,0.0,1.0,0.0,-0.7342551143287099,-0.213722073434838,0.244394395255126,-0.215304222414135,-0.690106250749873,-0.030605929730549,-1.15640586334531,0.021900778803654077,0.0
2505,0.0,1.0,1.0,0.0,-0.646310365793794,-0.22393863412265,0.244394395255126,-0.215304222414135,-0.62843669789198,-0.034763694980946995,-1.15640586334531,0.00036042015436990756,0.0
2508,0.0,1.0,1.0,0.0,-0.99808935993346,0.022152073592525003,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.018825594854423,-2.52754664780955,0.24759497088385732,0.0
2520,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,-4.09174686250922,3.16300840090708,-0.87511490932355,-0.039960901543944,-1.15640586334531,0.1805127852456646,0.0
2542,0.0,1.0,1.0,0.0,-0.7782274885961691,0.09470240015949903,0.244394395255126,-0.215304222414135,-0.751775803607765,-0.036496097168613,0.85460062053558,0.07249614422786513,0.0
2550,0.0,1.0,1.0,0.0,-0.910144611398544,0.490778676284541,0.244394395255126,-0.215304222414135,-0.87511490932355,-0.042732745044209,0.5803724636427321,0.20592410895948013,0.0
2566,1.0,1.0,1.0,0.0,-0.206586623119211,0.4013403418049579,0.244394395255126,-0.215304222414135,-0.350923710031463,-0.026794644917685004,0.7631912349046309,0.0670308056764584,0.0
2614,0.0,1.0,1.0,0.0,-0.514393242991419,0.347757685884809,0.244394395255126,-0.215304222414135,-0.5976019214630339,-0.05278067773267,0.85460062053558,0.04157150894462045,0.0
